file,season,exp,RCM,region,height,snw_1972-2001,pr_1972-2001,tas_1972-2001,snowday_1972-2001,sca_1972-2001,snw_2022-2051,pr_2022-2051,tas_2022-2051,snowday_2022-2051,sca_2022-2051,snw_2070-2099,pr_2070-2099,tas_2070-2099,snowday_2070-2099,sca_2070-2099,GCM,diff_snw_2022-2051,pro_diff_snw_2022-2051,diff_pr_2022-2051,pro_diff_pr_2022-2051,diff_tas_2022-2051,diff_snowday_2022-2051,pro_diff_snowday_2022-2051,diff_sca_2022-2051,diff_snw_2070-2099,pro_diff_snw_2070-2099,diff_pr_2070-2099,pro_diff_pr_2070-2099,diff_tas_2070-2099,diff_snowday_2070-2099,pro_diff_snowday_2070-2099,diff_sca_2070-2099
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_ICTP-RegCM4-6_EU_2,NA,rcp26,ICTP,EU,2,57.10683,3.1623237,273.48276,10.919552,100692680000.0,44.83476,3.2245853,274.62463,8.848585,81333100000.0,44.936546,3.33137,274.4854,9.104597,83707620000.0,MPI-ESM-LR_r1,-12.272072,-21.489674,0.06226158,1.9688554,1.1418762,-2.0709667,-18.965675,-19359580000.0,-12.170284,-21.311434,0.1690464,5.3456388,1.002655,-1.8149548,-16.621147,-16985063000.0
CCCma-CanESM2_rcp85_r1i1p1_CLMcom-CCLM4-8-17_AL_5,NA,rcp85,CLMcom,AL,5,512.78723,5.533153,265.22192,29.830452,2507122200.0,477.07367,5.832714,266.69986,29.20038,2453821000.0,374.65204,5.917098,268.8566,27.598938,2319272700.0,CanESM2_r1,-35.713562,-6.9645967,0.29956102,5.41393,1.4779358,-0.63007164,-2.112176,-53301250.0,-138.1352,-26.938112,0.383945,6.938991,3.634674,-2.231514,-7.4806576,-187849470.0
NCC-NorESM1-M_rcp45_r1i1p1_DMI-HIRHAM5_IP_5,NA,rcp45,DMI,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NorESM1-M_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MOHC-HadGEM2-ES_rcp26_r1i1p1_MOHC-HadREM3-GA7-05_EA_3,NA,rcp26,MOHC,EA,3,164.07724,3.4140012,267.46338,25.610441,1398815000.0,112.253296,3.8520935,269.54175,21.843271,1193056800.0,94.53083,3.831508,270.1515,21.238077,1160002300.0,HadGEM2-ES_r1,-51.823944,-31.58509,0.43809223,12.832222,2.0783691,-3.76717,-14.709508,-205758200.0,-69.54641,-42.386387,0.4175067,12.229249,2.6881104,-4.372364,-17.072584,-238812670.0
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EA_1,NA,rcp85,CLMcom-ETH,EA,1,13.165756,2.1716146,273.55478,7.9904094,30876494000.0,8.931924,2.3312361,274.83243,5.970034,23071689000.0,3.7931917,2.342163,276.5777,3.0304277,11729068000.0,EC-EARTH_r12,-4.2338324,-32.157913,0.15962148,7.3503594,1.2776489,-2.0203753,-25.285002,-7804805000.0,-9.372564,-71.18896,0.17054844,7.8535314,3.0229187,-4.959982,-62.074192,-19147426000.0
MPI-M-MPI-ESM-LR_rcp85_r2i1p1_SMHI-RCA4_SC_2,NA,rcp85,SMHI,SC,2,286.1647,3.7264779,264.17258,29.7173,31583820000.0,253.33435,4.017322,266.0042,29.159994,30993594000.0,173.32562,4.3279104,268.319,27.074125,28770839000.0,MPI-ESM-LR_r2,-32.830353,-11.472537,0.2908442,7.8048015,1.8316345,-0.5573063,-1.8753598,-590225400.0,-112.83908,-39.431515,0.60143256,16.139437,4.1464233,-2.6431751,-8.894399,-2812981200.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_SC_1,NA,rcp85,CLMcom-ETH,SC,1,222.7642,3.385306,266.7787,28.211147,181821130000.0,159.65027,3.5573578,268.76334,25.627586,165124500000.0,115.06216,3.7123337,270.5901,22.69384,146166320000.0,MPI-ESM-LR_r1,-63.113937,-28.33217,0.1720519,5.082315,1.9846497,-2.583561,-9.157943,-16696623000.0,-107.70205,-48.348007,0.3270278,9.660214,3.8114014,-5.5173073,-19.557188,-35654810000.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_MPI-CSC-REMO2009_IP_4,NA,rcp26,MPI-CSC,IP,4,49.963093,3.155407,270.33176,12.405897,1586327400.0,37.766727,3.0997322,271.36914,10.305607,1318446100.0,34.44664,3.2931955,271.3301,10.82596,1385797400.0,MPI-ESM-LR_r1,-12.196365,-24.410748,-0.05567479,-1.764425,1.037384,-2.1002903,-16.929773,-267881340.0,-15.516453,-31.055828,0.13778853,4.3667436,0.99835205,-1.579937,-12.735371,-200530050.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_IPSL-WRF381P_AL_0,NA,rcp85,IPSL,AL,0,1.551258,2.4996428,279.93973,1.1347919,3877974500.0,1.1850396,2.5927515,280.74136,0.8022738,2740569000.0,0.32260057,2.9492078,283.19366,0.17734672,599659970.0,MPI-ESM-LR_r1,-0.36621833,-23.60783,0.093108654,3.7248783,0.80163574,-0.33251804,-29.302118,-1137405400.0,-1.2286574,-79.20393,0.44956493,17.985167,3.2539368,-0.95744514,-84.37187,-3278314500.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_KNMI-RACMO22E_AL_1,NA,rcp85,KNMI,AL,1,78.24696,4.3266478,272.83405,15.480162,45960376000.0,51.45914,4.7880516,274.45917,12.022037,35709280000.0,9.373441,5.174521,277.6875,4.247561,12655578000.0,IPSL-CM5A-MR_r1,-26.787823,-34.234966,0.46140385,10.664234,1.6251221,-3.458125,-22.339075,-10251096000.0,-68.87352,-88.02069,0.8478732,19.596539,4.8534546,-11.232601,-72.561264,-33304797000.0
IPSL-IPSL-CM5A-MR_rcp45_r1i1p1_IPSL-WRF381P_IP_5,NA,rcp45,IPSL,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,IPSL-CM5A-MR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp85_r12i1p1_GERICS-REMO2015_EU_4,NA,rcp85,GERICS,EU,4,176.32335,3.1680622,265.58685,21.610817,20360063000.0,140.358,3.1605566,267.2924,18.290737,17229666000.0,81.37038,2.973475,270.06802,13.487994,12726622000.0,EC-EARTH_r12,-35.965347,-20.397383,-0.0075056553,-0.23691629,1.7055359,-3.3200798,-15.363047,-3130396700.0,-94.95297,-53.851612,-0.19458723,-6.1421533,4.4811707,-8.122823,-37.586838,-7633441000.0
MOHC-HadGEM2-ES_rcp26_r1i1p1_SMHI-RCA4_EU_0,NA,rcp26,SMHI,EU,0,13.8198595,2.3283439,275.36383,5.908054,745417340000.0,8.298381,2.4418242,276.8944,4.223324,531506600000.0,7.597059,2.4648914,277.22086,3.8025022,477631400000.0,HadGEM2-ES_r1,-5.5214787,-39.95322,0.11348033,4.8738647,1.5305786,-1.68473,-28.515821,-213910750000.0,-6.2228007,-45.02796,0.13654757,5.864579,1.8570251,-2.1055517,-35.638668,-267785930000.0
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_SMHI-RCA4_EA_4,NA,rcp85,SMHI,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IPSL-IPSL-CM5A-MR_rcp45_r1i1p1_SMHI-RCA4_EU_3,NA,rcp45,SMHI,EU,3,197.70811,5.6852584,268.67072,22.17149,42372915000.0,120.18355,5.6180277,270.4928,18.267815,34952688000.0,77.19296,5.922204,271.78143,15.725797,30141983000.0,IPSL-CM5A-MR_r1,-77.52457,-39.211624,-0.0672307,-1.1825444,1.8220825,-3.903675,-17.606733,-7420227600.0,-120.51515,-60.9561,0.23694563,4.16772,3.1107178,-6.445693,-29.071987,-12230932000.0
ICHEC-EC-EARTH_rcp85_r1i1p1_KNMI-RACMO22E_EU_0,NA,rcp85,KNMI,EU,0,25.137861,2.0213852,273.70258,9.434678,1189896800000.0,15.968502,2.0931222,275.4096,6.8737235,864665500000.0,8.801844,2.2395723,277.717,4.2990828,537907630000.0,EC-EARTH_r1,-9.169359,-36.47629,0.07173705,3.5489056,1.7070312,-2.5609546,-27.144058,-325231300000.0,-16.336018,-64.98571,0.2181871,10.79394,4.014435,-5.1355953,-54.433178,-651989160000.0
NOAA-GFDL-GFDL-ESM2G_rcp26_r1i1p1_GERICS-REMO2015_EU_2,NA,rcp26,GERICS,EU,2,45.66769,2.514344,273.3305,6.56417,70145696000.0,38.701508,2.5759776,273.9378,6.069176,64772120000.0,41.672237,2.5132313,273.83218,6.1323805,65494980000.0,GFDL-ESM2G_r1,-6.9661827,-15.254073,0.061633587,2.451279,0.6072998,-0.4949937,-7.540842,-5373575000.0,-3.995453,-8.748971,-0.0011126995,-0.04425407,0.50167847,-0.4317894,-6.5779743,-4650717000.0
ICHEC-EC-EARTH_rcp45_r12i1p1_GERICS-REMO2015_IP_4,NA,rcp45,GERICS,IP,4,60.649067,2.4940968,268.17947,15.913,1719852900.0,40.554653,2.4239068,269.89893,12.306492,1330045400.0,25.487896,2.3300157,270.90286,9.678215,1048695500.0,EC-EARTH_r12,-20.094414,-33.13227,-0.07018995,-2.8142433,1.7194519,-3.6065083,-22.663912,-389807500.0,-35.16117,-57.974796,-0.1640811,-6.5787783,2.7233887,-6.234785,-39.18045,-671157440.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_SMHI-RCA4_EU_3,NA,rcp85,SMHI,EU,3,197.70811,5.6852584,268.67072,22.17149,42372915000.0,125.54039,5.9198995,270.67166,18.164112,34749830000.0,27.483786,5.9384003,274.27213,9.335472,17914452000.0,IPSL-CM5A-MR_r1,-72.167725,-36.502155,0.23464108,4.127184,2.000946,-4.0073776,-18.074463,-7623086000.0,-170.22433,-86.09881,0.25314188,4.452601,5.60141,-12.836018,-57.894253,-24458463000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_KNMI-RACMO22E_IP_1,NA,rcp85,KNMI,IP,1,1.4301026,3.257416,279.14252,0.8121573,7445084000.0,0.8913271,3.1686811,280.1786,0.4911779,4520266000.0,0.21707006,3.2279105,282.21655,0.11091142,1021829400.0,MPI-ESM-LR_r1,-0.5387755,-37.67391,-0.088734865,-2.7240875,1.0360718,-0.3209794,-39.521828,-2924818000.0,-1.2130325,-84.82136,-0.029505491,-0.9057944,3.0740356,-0.70124584,-86.343605,-6423255000.0
ICHEC-EC-EARTH_rcp85_r12i1p1_IPSL-WRF381P_AL_1,NA,rcp85,IPSL,AL,1,11.609612,3.0504713,275.8931,7.634525,22699555000.0,7.2374215,3.2476437,277.31247,4.988223,14816182000.0,3.5959313,3.2969937,279.38412,2.6272895,7890232000.0,EC-EARTH_r12,-4.372191,-37.66009,0.1971724,6.46367,1.4193726,-2.6463017,-34.6623,-7883372500.0,-8.013681,-69.02626,0.24652243,8.081453,3.4910278,-5.0072355,-65.58673,-14809324000.0
CCCma-CanESM2_rcp85_r1i1p1_CLMcom-CCLM4-8-17_SC_3,NA,rcp85,CLMcom,SC,3,686.62836,6.0761495,263.76712,30.134443,733030600.0,579.3684,5.6412134,265.30252,30.041113,730747700.0,507.0001,6.145456,267.10284,29.473343,716860540.0,CanESM2_r1,-107.25995,-15.621253,-0.43493605,-7.158087,1.5354004,-0.09333038,-0.3097133,-2282880.0,-179.62827,-26.160915,0.06930637,1.1406299,3.3357239,-0.6611004,-2.1938365,-16170048.0
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EA_4,NA,rcp85,CLMcom-ETH,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_IP_2,NA,rcp85,CLMcom-ETH,IP,2,2.1058,3.8890996,277.4554,1.7325397,4761408000.0,1.2817124,3.617753,278.4408,1.0702976,2951925000.0,0.32896525,3.2713165,280.5234,0.2771032,764636350.0,MPI-ESM-LR_r3,-0.8240875,-39.13418,-0.27134657,-6.977105,0.9853821,-0.66224205,-38.223774,-1809483000.0,-1.7768347,-84.378136,-0.61778307,-15.884989,3.0679932,-1.4554365,-84.00595,-3996771600.0
ICHEC-EC-EARTH_rcp45_r3i1p1_DMI-HIRHAM5_SC_3,NA,rcp45,DMI,SC,3,742.49176,5.6923103,262.49274,30.203703,2200403000.0,695.96454,5.9044676,263.73798,30.178518,2198962400.0,654.2383,5.8660235,264.5425,30.114815,2194291700.0,EC-EARTH_r3,-46.52722,-6.266362,0.21215725,3.727085,1.2452393,-0.025184631,-0.08338259,-1440512.0,-88.25348,-11.886122,0.1737132,3.051717,2.0497742,-0.08888817,-0.2942956,-6111232.0
NCC-NorESM1-M_rcp26_r1i1p1_ICTP-RegCM4-6_IP_1,NA,rcp26,ICTP,IP,1,0.09906502,2.3347704,280.2415,0.08029286,741858750.0,0.026507339,2.4160616,281.1964,0.021124791,194933000.0,0.023232888,2.5030222,281.4153,0.018463595,172101680.0,NorESM1-M_r1,-0.07255768,-73.24248,0.0812912,3.481764,0.95492554,-0.059168067,-73.69032,-546925760.0,-0.07583213,-76.54784,0.16825175,7.2063513,1.1738281,-0.06182926,-77.004684,-569757060.0
CNRM-CERFACS-CNRM-CM5_rcp85_r1i1p1_DMI-HIRHAM5_IP_4,NA,rcp85,DMI,IP,4,735.85614,11.485618,267.908,28.62197,3092789500.0,604.6561,11.3235,268.9815,27.237879,2943896300.0,232.38757,10.500797,271.59897,19.93308,2156588000.0,CNRM-CM5_r1,-131.20001,-17.829573,-0.16211796,-1.4114866,1.0735168,-1.3840904,-4.8357625,-148893180.0,-503.46857,-68.419426,-0.98482037,-8.574379,3.690979,-8.688889,-30.35741,-936201500.0
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_EA_2,NA,rcp45,CLMcom,EA,2,44.5794,4.1238413,271.87674,15.017859,15073404000.0,27.883718,4.439464,272.82007,11.714596,11749915000.0,27.83247,4.348029,272.76428,12.488269,12525156000.0,MPI-ESM-LR_r1,-16.69568,-37.45156,0.3156228,7.6536117,0.94332886,-3.3032637,-21.99557,-3323489300.0,-16.74693,-37.56652,0.22418785,5.436384,0.8875427,-2.5295906,-16.843882,-2548247600.0
CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_KNMI-RACMO22E_EA_0,NA,rcp26,KNMI,EA,0,24.410675,1.4310709,271.39587,14.235988,508029340000.0,17.557562,1.5500448,273.03384,10.93794,390188920000.0,17.872665,1.60278,272.93585,11.339657,405279340000.0,CNRM-CM5_r1,-6.853113,-28.074247,0.11897385,8.313623,1.63797,-3.298048,-23.166977,-117840410000.0,-6.5380096,-26.783403,0.17170906,11.998641,1.539978,-2.8963308,-20.345135,-102749995000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_DMI-HIRHAM5_IP_5,NA,rcp85,DMI,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_EA_4,NA,rcp85,MPI-CSC,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,MPI-ESM-LR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp85_r12i1p1_DMI-HIRHAM5_SC_1,NA,rcp85,DMI,SC,1,286.61328,3.7571926,264.81985,27.463854,171712170000.0,226.34196,4.1352577,267.03076,25.471441,159162860000.0,111.82238,4.4849195,270.29535,18.524305,115731980000.0,EC-EARTH_r12,-60.271317,-21.028795,0.3780651,10.062436,2.210907,-1.9924126,-7.254672,-12549308000.0,-174.7909,-60.98493,0.72772694,19.3689,5.4754944,-8.9395485,-32.550232,-55980188000.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_SMHI-RCA4_SC_2,NA,rcp85,SMHI,SC,2,386.8051,3.583687,261.79364,30.056976,31995912000.0,340.7985,3.819462,263.5849,29.881836,31808039000.0,257.70154,4.4911175,266.93393,28.82732,30682003000.0,IPSL-CM5A-MR_r1,-46.006622,-11.894006,0.235775,6.579118,1.7912598,-0.17514038,-0.5826946,-187873280.0,-129.10358,-33.376904,0.9074304,25.32114,5.1402893,-1.2296562,-4.091084,-1313908700.0
ICHEC-EC-EARTH_rcp85_r12i1p1_MOHC-HadREM3-GA7-05_EA_4,NA,rcp85,MOHC,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_IP_2,NA,rcp85,GERICS,IP,2,0.7378668,2.0952618,278.78137,0.4737843,1272063200.0,0.2509453,2.0608754,280.08688,0.1995196,543258000.0,0.11574807,1.6929798,281.99713,0.08686965,234262260.0,NorESM1-M_r1,-0.48692152,-65.99043,-0.034386396,-1.6411504,1.3055115,-0.2742647,-57.888092,-728805250.0,-0.6221188,-84.31315,-0.402282,-19.199604,3.2157593,-0.38691464,-81.66473,-1037800960.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_SMHI-RCA4_SC_1,NA,rcp85,SMHI,SC,1,172.25247,3.7379973,265.29324,27.810442,176525820000.0,107.60625,3.7311938,267.8061,24.979818,158460820000.0,45.77158,4.4958615,271.4381,16.511908,104540905000.0,HadGEM2-ES_r1,-64.646225,-37.529926,-0.0068035126,-0.18200956,2.512848,-2.8306236,-10.178277,-18064998000.0,-126.480896,-73.42763,0.75786424,20.274607,6.144867,-11.298534,-40.62695,-71984914000.0
MIROC-MIROC5_rcp85_r1i1p1_GERICS-REMO2015_EU_0,NA,rcp85,GERICS,EU,0,18.380184,2.1471856,273.6709,7.9644604,1013384700000.0,11.775084,2.2104034,276.06036,5.638452,718394200000.0,4.1179147,2.2992427,279.04453,2.5606282,326887470000.0,MIROC5_r1,-6.6051006,-35.93599,0.06321788,2.9442205,2.3894653,-2.3260083,-29.204845,-294990450000.0,-14.26227,-77.59591,0.15205717,7.081697,5.3736267,-5.4038324,-67.84932,-686497200000.0
NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_EU_2,NA,rcp85,GERICS,EU,2,38.500813,2.4730513,275.2348,5.39809,57521630000.0,26.547321,2.4758935,276.53082,4.316188,46050730000.0,17.655157,2.3554537,278.56647,3.2564073,34757270000.0,NorESM1-M_r1,-11.953491,-31.047375,0.0028421879,0.11492636,1.2960205,-1.081902,-20.042313,-11470901000.0,-20.845655,-54.143414,-0.11759758,-4.7551613,3.331665,-2.1416826,-39.674824,-22764360000.0
MOHC-HadGEM2-ES_rcp85_r1i1p1_KNMI-RACMO22E_EU_4,NA,rcp85,KNMI,EU,4,306.05786,3.3374412,265.0721,28.992874,13240352000.0,254.08295,3.6562777,266.98303,27.564552,12589773000.0,137.49303,3.5284522,270.3263,21.813889,9967525000.0,HadGEM2-ES_r1,-51.974915,-16.982054,0.31883645,9.55332,1.9109192,-1.4283218,-4.9264584,-650578940.0,-168.56483,-55.076138,0.19101095,5.723275,5.254181,-7.1789856,-24.761208,-3272827000.0
NOAA-GFDL-GFDL-ESM2G_rcp26_r1i1p1_GERICS-REMO2015_SC_5,NA,rcp26,GERICS,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GFDL-ESM2G_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NOAA-GFDL-GFDL-ESM2G_rcp26_r1i1p1_GERICS-REMO2015_IP_5,NA,rcp26,GERICS,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GFDL-ESM2G_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCC-NorESM1-M_rcp85_r1i1p1_DMI-HIRHAM5_SC_2,NA,rcp85,DMI,SC,2,517.55023,5.512296,265.1146,29.181763,38087580000.0,449.81033,5.823595,266.47656,28.130257,36706820000.0,390.649,6.5695195,268.36,26.176394,34156380000.0,NorESM1-M_r1,-67.7399,-13.088565,0.31129885,5.647353,1.361969,-1.051506,-3.6032987,-1380761600.0,-126.901245,-24.5196,1.0572233,19.179363,3.2453918,-3.0053692,-10.298793,-3931201500.0
ICHEC-EC-EARTH_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_AL_5,NA,rcp85,CLMcom,AL,5,485.87146,4.95239,264.38995,30.13106,3272597800.0,388.8475,4.752785,265.385,29.609596,3216628000.0,325.4432,4.599862,267.6614,28.350758,3079392300.0,EC-EARTH_r1,-97.02396,-19.969059,-0.19960499,-4.030478,0.99505615,-0.5214634,-1.7306507,-55969790.0,-160.42825,-33.01866,-0.3525281,-7.118342,3.2714539,-1.780302,-5.9085283,-193205500.0
ICHEC-EC-EARTH_rcp85_r3i1p1_CLMcom-ETH-COSMO-crCLIM-v1-1_IP_3,NA,rcp85,CLMcom,IP,3,35.50994,3.7732387,273.55048,9.908207,4285362000.0,20.337267,3.6058269,274.62878,7.464899,3239518000.0,6.823379,3.4493282,276.7664,3.5669823,1553681300.0,EC-EARTH_r3,-15.172674,-42.727962,-0.1674118,-4.43682,1.0783081,-2.4433079,-24.659435,-1045844000.0,-28.686562,-80.7846,-0.32391047,-8.584415,3.2159119,-6.3412247,-63.999718,-2731680800.0
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_SMHI-RCA4_IP_0,NA,rcp85,SMHI,IP,0,0.032978218,2.5961413,281.93765,0.015814666,134946510.0,0.008139563,2.5081944,283.13358,0.0020869232,18530800.0,0.00089785445,2.5975037,285.35114,0.00026166317,2316405.8,IPSL-CM5A-MR_r1,-0.024838656,-75.318375,-0.08794689,-3.3876002,1.1959229,-0.013727742,-86.80387,-116415710.0,-0.032080363,-97.277435,0.0013623238,0.052474946,3.4134827,-0.015553002,-98.345436,-132630104.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_GERICS-REMO2015_EA_0,NA,rcp45,GERICS,EA,0,4.911625,1.5056589,275.33804,4.0738564,146108730000.0,2.182504,1.6981175,277.47345,2.0748394,74414050000.0,1.6681054,1.7648281,278.24857,1.6675727,59807445000.0,HadGEM2-ES_r1,-2.729121,-55.564526,0.19245863,12.782352,2.1354065,-1.999017,-49.069405,-71694680000.0,-3.2435195,-66.037605,0.25916922,17.21301,2.9105225,-2.4062836,-59.06648,-86301280000.0
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_CLMcom-BTU-CCLM4-8-17_EU_5,NA,rcp26,CLMcom,EU,5,670.4895,6.8614645,264.86127,29.977457,2515739100.0,668.7381,7.443126,265.81744,29.870241,2507151600.0,671.49274,7.1544228,265.7419,30.12155,2528377000.0,MPI-ESM-LR_r1,-1.7514038,-0.2612127,0.5816617,8.477223,0.95617676,-0.10721588,-0.35765502,-8587520.0,1.0032349,0.14962722,0.29295826,4.269617,0.88064575,0.14409256,0.48066974,12637952.0
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_AL_1,NA,rcp45,CLMcom,AL,1,7.466578,4.732275,275.67407,4.904384,14834208000.0,5.570486,5.272164,276.34784,3.7137413,11209153000.0,3.39346,5.0561223,276.91187,2.8268628,8528168400.0,MPI-ESM-LR_r1,-1.8960919,-25.39439,0.53988886,11.408653,0.6737671,-1.1906428,-24.277113,-3625055200.0,-4.073118,-54.55134,0.3238473,6.843374,1.237793,-2.0775213,-42.360493,-6306039300.0
IPSL-IPSL-CM5A-LR_rcp26_r1i1p1_GERICS-REMO2015_SC_3,NA,rcp26,GERICS,SC,3,282.55624,2.2573256,257.29874,29.916153,2470420000.0,270.30875,2.6479769,260.5652,29.655687,2449213700.0,274.77237,2.5036676,260.27856,29.709225,2453695000.0,IPSL-CM5A-LR_r1,-12.247498,-4.334534,0.39065123,17.305933,3.266449,-0.26046562,-0.87065214,-21206272.0,-7.7838745,-2.7548053,0.24634194,10.912999,2.979828,-0.20692825,-0.6916941,-16724992.0
MOHC-HadGEM2-ES_rcp45_r1i1p1_SMHI-RCA4_AL_3,NA,rcp45,SMHI,AL,3,178.7979,4.885292,266.57288,25.031939,29250839000.0,130.05309,5.323243,268.7238,22.28246,26039532000.0,67.72151,5.2031603,270.60452,16.665413,19476617000.0,HadGEM2-ES_r1,-48.744812,-27.262522,0.4379511,8.964685,2.1509094,-2.7494793,-10.983885,-3211307000.0,-111.076385,-62.12399,0.31786823,6.506637,4.0316467,-8.366526,-33.423405,-9774221000.0
ICHEC-EC-EARTH_rcp85_r1i1p1_DMI-HIRHAM5_EA_5,NA,rcp85,DMI,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp85_r12i1p1_KNMI-RACMO22E_IP_4,NA,rcp85,KNMI,IP,4,305.9025,3.9442096,267.57794,28.693827,2535476500.0,249.22778,3.8732262,269.05402,26.86358,2374455000.0,150.15115,3.890175,271.57996,22.231173,1967946200.0,EC-EARTH_r12,-56.674713,-18.527052,-0.07098341,-1.7996866,1.4760742,-1.830246,-6.3785357,-161021440.0,-155.75134,-50.915356,-0.05403447,-1.3699696,4.002014,-6.462654,-22.522802,-567530240.0
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EU_1,NA,rcp85,CLMcom-ETH,EU,1,44.72527,3.205756,275.93683,7.4647346,251860040000.0,31.943619,3.2101135,277.42197,5.9827952,201242380000.0,20.676844,3.216594,279.33893,4.7393622,158954720000.0,MPI-ESM-LR_r3,-12.781651,-28.57814,0.0043575764,0.13592976,1.4851379,-1.4819393,-19.85254,-50617663000.0,-24.048426,-53.769215,0.010838032,0.33808038,3.4020996,-2.7253723,-36.509968,-92905325000.0
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EU_3,NA,rcp85,CLMcom-ETH,EU,3,119.66118,4.8032093,271.6159,17.676165,35731150000.0,85.41947,4.7492867,272.59937,15.120515,30599440000.0,43.188824,5.012385,274.98737,10.412683,21103084000.0,MPI-ESM-LR_r1,-34.241707,-28.615551,-0.053922653,-1.122638,0.9834595,-2.5556498,-14.458169,-5131708400.0,-76.47235,-63.907406,0.20917559,4.354913,3.37146,-7.263482,-41.091957,-14628065000.0
