file,season,exp,RCM,region,height,snw_1972-2001,pr_1972-2001,tas_1972-2001,snowday_1972-2001,sca_1972-2001,snw_2022-2051,pr_2022-2051,tas_2022-2051,snowday_2022-2051,sca_2022-2051,snw_2070-2099,pr_2070-2099,tas_2070-2099,snowday_2070-2099,sca_2070-2099,GCM,diff_snw_2022-2051,pro_diff_snw_2022-2051,diff_pr_2022-2051,pro_diff_pr_2022-2051,diff_tas_2022-2051,diff_snowday_2022-2051,pro_diff_snowday_2022-2051,diff_sca_2022-2051,pro_diff_sca_2022-2051,diff_snw_2070-2099,pro_diff_snw_2070-2099,diff_pr_2070-2099,pro_diff_pr_2070-2099,diff_tas_2070-2099,diff_snowday_2070-2099,pro_diff_snowday_2070-2099,diff_sca_2070-2099,pro_diff_sca_2070-2099
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_IP_3,NA,rcp85,CLMcom-ETH,IP,3,33.00021,5.210701,274.10257,9.72096,32.256935,16.827682,4.894173,275.31345,6.7395835,22.401989,4.810307,4.3954883,277.6884,2.957765,9.831904,MPI-ESM-LR_r3,-16.172527,-49.007347,-0.31652784,-6.074573,1.2108765,-2.9813762,-30.669565,-9.854946,-30.551403,-28.189903,-85.4234,-0.8152127,-15.644972,3.5858154,-6.7631946,-69.57332,-22.42503,-69.52003
NCC-NorESM1-M_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_IP_5,NA,rcp85,MOHC,IP,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NorESM1-M_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCC-NorESM1-M_rcp85_r1i1p1_GERICS-REMO2015_EA_5,NA,rcp85,GERICS,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NorESM1-M_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCC-NorESM1-M_rcp85_r1i1p1_KNMI-RACMO22E_AL_3,NA,rcp85,KNMI,AL,3,315.31415,4.013156,267.09436,28.48407,94.41515,249.53215,4.189608,268.49582,26.971031,89.41053,156.1078,4.0711927,270.62415,22.207256,73.64004,NorESM1-M_r1,-65.782,-20.862368,0.17645216,4.396843,1.4014587,-1.5130386,-5.311877,-5.0046234,-5.300657,-159.20634,-50.491344,0.058036804,1.4461637,3.5297852,-6.2768135,-22.036224,-20.775116,-22.004007
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_MPI-CSC-REMO2009_EU_1,NA,rcp26,MPI-CSC,EU,1,20.67296,2.684653,276.39066,5.357331,17.744783,17.06886,2.794181,277.36768,4.790013,15.860422,14.459143,2.8030577,277.41238,4.339541,14.38497,MPI-ESM-LR_r1,-3.6041012,-17.433891,0.109528065,4.079785,0.97702026,-0.56731796,-10.589563,-1.8843613,-10.619241,-6.2138176,-30.057707,0.11840463,4.4104257,1.0217285,-1.0177898,-18.998077,-3.3598137,-18.934093
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_EA_2,NA,rcp85,GERICS,EA,2,16.08012,1.6973605,272.08392,6.598522,21.916775,8.246216,1.8096057,274.0972,4.354365,14.498711,1.650117,1.7987125,277.29123,1.4421095,4.7829704,IPSL-CM5A-MR_r1,-7.8339043,-48.71795,0.1122452,6.612926,2.0132751,-2.2441573,-34.01,-7.418064,-33.84651,-14.430003,-89.73816,0.10135198,5.971152,5.207306,-5.1564126,-78.14496,-17.133804,-78.17667
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_CLMcom-CCLM4-8-17_AL_3,NA,rcp45,CLMcom,AL,3,229.9797,5.7349024,269.43475,25.077072,82.982155,209.3531,6.280625,270.06705,24.728045,81.848564,168.19057,6.1522408,270.67798,22.659859,74.9963,MPI-ESM-LR_r1,-20.626602,-8.968879,0.5457225,9.515812,0.6322937,-0.34902763,-1.3918197,-1.1335907,-1.3660656,-61.78914,-26.867214,0.41733837,7.277166,1.2432251,-2.4172134,-9.639137,-7.985855,-9.623581
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_SC_3,NA,rcp85,CLMcom-ETH,SC,3,472.11606,4.098833,264.17044,30.150694,99.79859,454.47815,4.3449016,265.76602,30.061806,99.52078,370.31442,4.355116,267.2865,29.422916,97.395226,MPI-ESM-LR_r1,-17.637909,-3.7359264,0.24606848,6.003379,1.595581,-0.08888817,-0.294813,-0.27780914,-0.2783698,-101.801636,-21.562841,0.2562828,6.2525797,3.1160583,-0.7277775,-2.4138,-2.403366,-2.4082165
MOHC-HadGEM2-ES_rcp26_r1i1p1_SMHI-RCA4_SC_1,NA,rcp26,SMHI,SC,1,172.25247,3.7379973,265.29324,27.810442,92.64145,108.54716,3.9257367,267.68335,24.89505,82.883644,107.561035,3.7403526,267.6815,24.71764,82.28325,HadGEM2-ES_r1,-63.705315,-36.983685,0.18773937,5.0224586,2.3901062,-2.915392,-10.483084,-9.757805,-10.532872,-64.69144,-37.55617,0.0023553371,0.06301067,2.3882446,-3.092802,-11.121011,-10.3582,-11.180957
ICHEC-EC-EARTH_rcp26_r12i1p1_CLMcom-CCLM4-8-17_IP_mean,NA,rcp26,CLMcom,IP,mean,2.6696582,2.464695,279.5424,0.9055328,2.9997175,1.819981,2.2223568,280.40686,0.6489997,2.1530793,1.7037208,2.423496,280.46234,0.67927855,2.2568605,EC-EARTH_r12,-0.8496772,-31.82719,-0.24233818,-9.83238,0.86447144,-0.2565331,-28.32952,-0.8466382,-28.22393,-0.9659374,-36.18206,-0.04119897,-1.6715646,0.9199524,-0.22625422,-24.985758,-0.742857,-24.76423
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_SMHI-RCA4_SC_mean,NA,rcp85,SMHI,SC,mean,77.09969,2.2639382,267.63733,20.599966,67.89576,49.442104,2.5844023,270.7101,15.035557,49.425964,28.166788,2.9745238,273.28473,10.639449,34.928356,MPI-ESM-LR_r3,-27.657589,-35.8725,0.32046413,14.155163,3.0727844,-5.5644093,-27.01174,-18.469795,-27.203165,-48.932907,-63.467056,0.7105856,31.387148,5.6474,-9.960517,-48.352104,-32.967403,-48.55591
MOHC-HadGEM2-ES_rcp26_r1i1p1_DMI-HIRHAM5_EA_0,NA,rcp26,DMI,EA,0,4.6349072,1.7845548,275.1208,3.8975174,12.997315,3.291562,1.8338444,276.8198,2.5346317,8.452115,1.8811121,1.8831208,277.29663,1.7794901,5.9341764,HadGEM2-ES_r1,-1.3433452,-28.983215,0.049289584,2.76201,1.6990051,-1.3628857,-34.96805,-4.5452003,-34.9703,-2.7537951,-59.414246,0.098565936,5.5232787,2.1758423,-2.1180272,-54.342983,-7.063139,-54.34306
MPI-M-MPI-ESM-LR_rcp26_r1i1p1_CLMcom-BTU-CCLM4-8-17_IP_1,NA,rcp26,CLMcom,IP,1,0.23842025,3.5292683,279.67447,0.22864972,0.7535091,0.098697424,3.604378,280.377,0.08770715,0.29117268,0.098637894,3.8305764,280.28046,0.09485097,0.3113107,MPI-ESM-LR_r1,-0.13972282,-58.60359,0.07510972,2.1281953,0.70254517,-0.14094257,-61.641262,-0.46233642,-61.357777,-0.13978235,-58.62856,0.30130816,8.537412,0.60598755,-0.13379875,-58.51691,-0.4421984,-58.68521
MOHC-HadGEM2-ES_rcp85_r1i1p1_CNRM-ALADIN63_EU_3,NA,rcp85,CNRM,EU,3,326.0019,6.5967073,268.42657,26.020346,86.005035,246.22574,7.3780227,270.47763,22.559816,74.611145,113.89926,7.1915483,273.6361,15.09498,49.99699,HadGEM2-ES_r1,-79.77615,-24.471071,0.7813153,11.84402,2.051056,-3.4605293,-13.29932,-11.39389,-13.247934,-212.10263,-65.06178,0.594841,9.0172415,5.2095337,-10.925365,-41.987778,-36.008045,-41.867367
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_AL_1,NA,rcp85,CLMcom-ETH,AL,1,5.4514117,4.468696,276.43265,3.923772,13.002612,2.4440746,4.6340775,277.83383,2.1449394,7.1086965,0.74267465,4.956679,279.78226,0.6872269,2.2766511,MPI-ESM-LR_r3,-3.007337,-55.166206,0.16538143,3.700888,1.4011841,-1.7788327,-45.334763,-5.8939157,-45.3287,-4.708737,-86.376465,0.48798275,10.920026,3.3496094,-3.236545,-82.48555,-10.725961,-82.490814
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-CCLM4-8-17_IP_3,NA,rcp85,CLMcom,IP,3,63.111717,4.23756,272.16074,14.828218,49.086857,38.286865,4.27779,273.64688,10.485463,34.712265,10.529675,3.9238718,275.89886,5.6720996,18.865812,EC-EARTH_r12,-24.824852,-39.334774,0.040230274,0.9493736,1.486145,-4.3427553,-29.287102,-14.374592,-29.283995,-52.582043,-83.31581,-0.31368804,-7.4025636,3.7381287,-9.156118,-61.747932,-30.221045,-61.56647
MPI-M-MPI-ESM-LR_rcp85_r3i1p1_CLMcom-ETH-COSMO-crCLIM-v1.1_EU_3,NA,rcp85,CLMcom-ETH,EU,3,134.06686,4.968095,271.24265,18.704132,62.01138,93.02427,4.9241457,272.65872,15.779011,52.363403,43.205605,5.052271,274.92944,10.061382,33.403355,MPI-ESM-LR_r3,-41.042595,-30.613525,-0.043949127,-0.8846274,1.4160767,-2.9251213,-15.638906,-9.647976,-15.558396,-90.86126,-67.773094,0.08417606,1.6943328,3.686798,-8.64275,-46.207703,-28.608025,-46.133507
MOHC-HadGEM2-ES_rcp85_r1i1p1_IPSL-WRF381P_EA_2,NA,rcp85,IPSL,EA,2,126.490486,3.975526,270.6692,22.52124,74.40646,66.42779,4.180741,272.36884,18.771503,62.02864,25.880817,4.2034397,275.2729,11.846984,39.24884,HadGEM2-ES_r1,-60.0627,-47.483967,0.20521474,5.1619515,1.699646,-3.7497368,-16.64978,-12.377823,-16.635412,-100.609665,-79.539314,0.22791362,5.7329173,4.6036987,-10.674256,-47.396397,-35.157623,-47.250763
NCC-NorESM1-M_rcp85_r1i1p1_ICTP-RegCM4-6_AL_0,NA,rcp85,ICTP,AL,0,0.86865574,2.5720086,279.45862,0.65612316,2.17104,0.23137997,2.6626189,280.76395,0.20947713,0.6934136,0.07917617,2.7979157,282.52994,0.0628827,0.20785803,NorESM1-M_r1,-0.63727576,-73.36344,0.090610266,3.5229378,1.3053284,-0.44664603,-68.07351,-1.4776264,-68.06077,-0.78947955,-90.8852,0.22590709,8.783295,3.0713196,-0.59324044,-90.416016,-1.963182,-90.42587
NCC-NorESM1-M_rcp45_r1i1p1_GERICS-REMO2015_EU_5,NA,rcp45,GERICS,EU,5,236.65634,3.2894413,263.3517,25.662016,84.92131,212.86543,3.382328,264.737,23.956827,79.31205,197.94525,3.4118853,265.7568,23.374777,77.40209,NorESM1-M_r1,-23.790909,-10.052935,0.09288669,2.823783,1.3852844,-1.7051888,-6.6447964,-5.6092606,-6.6052446,-38.71109,-16.357512,0.122443914,3.7223315,2.4050903,-2.287239,-8.912936,-7.5192184,-8.854337
ICHEC-EC-EARTH_rcp85_r1i1p1_KNMI-RACMO22E_EA_2,NA,rcp85,KNMI,EA,2,94.81125,2.5523305,269.01828,22.713531,75.22935,58.20749,2.5562775,270.54694,17.882124,59.293484,27.06948,2.9714227,273.1617,11.72104,38.843735,EC-EARTH_r1,-36.60376,-38.60698,0.0039470196,0.15464374,1.528656,-4.8314075,-21.271053,-15.9358635,-21.18304,-67.74177,-71.44908,0.41909218,16.419981,4.1434326,-10.992492,-48.396225,-36.385612,-48.36625
MOHC-HadGEM2-ES_rcp85_r1i1p1_IPSL-WRF381P_AL_1,NA,rcp85,IPSL,AL,1,21.736103,3.7674856,275.11032,10.854239,35.844814,13.726333,4.2960367,276.46335,8.0214205,26.480059,5.9013824,4.492517,279.14114,3.7133794,12.314148,HadGEM2-ES_r1,-8.00977,-36.850075,0.5285511,14.02928,1.3530273,-2.832819,-26.098732,-9.364756,-26.125832,-15.834721,-72.84986,0.7250314,19.244436,4.0308228,-7.14086,-65.78867,-23.530666,-65.64594
NCC-NorESM1-M_rcp85_r1i1p1_IPSL-WRF381P_IP_mean,NA,rcp85,IPSL,IP,mean,1.4233289,1.9768814,282.13922,0.5104229,1.6843547,0.69122297,2.00143,283.3298,0.3033956,1.0056458,0.28141198,1.7142458,285.10715,0.14027545,0.46564814,NorESM1-M_r1,-0.7321059,-51.436176,0.02454865,1.2417867,1.1905823,-0.20702729,-40.55995,-0.6787089,-40.29489,-1.1419169,-80.22861,-0.2626356,-13.285349,2.967926,-0.37014744,-72.5178,-1.2187065,-72.35451
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_SMHI-RCA4_AL_1,NA,rcp85,SMHI,AL,1,6.9280906,4.5656743,275.4206,4.4563923,14.832529,3.5522513,4.6193852,276.65518,2.5522187,8.503545,0.75959706,5.358934,279.3836,0.6235861,2.0608158,MPI-ESM-LR_r1,-3.3758392,-48.726833,0.053710938,1.1764076,1.2345886,-1.9041736,-42.72904,-6.3289843,-42.669624,-6.1684933,-89.03597,0.7932596,17.374424,3.9630127,-3.832806,-86.00693,-12.771713,-86.10611
ICHEC-EC-EARTH_rcp85_r12i1p1_DMI-HIRHAM5_EA_5,NA,rcp85,DMI,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp85_r12i1p1_SMHI-RCA4_IP_4,NA,rcp85,SMHI,IP,4,215.16273,6.116533,267.21564,27.393463,90.6829,127.32512,5.9329705,269.20868,23.96634,79.426445,40.56068,5.7998977,272.25812,16.139542,53.6101,EC-EARTH_r12,-87.837616,-40.823807,-0.18356228,-3.0010839,1.993042,-3.427124,-12.510736,-11.256454,-12.412986,-174.60205,-81.148834,-0.31663513,-5.1767097,5.0424805,-11.2539215,-41.082504,-37.0728,-40.881798
MOHC-HadGEM2-ES_rcp26_r1i1p1_ICTP-RegCM4-6_IP_4,NA,rcp26,ICTP,IP,4,133.85938,2.6837127,269.3105,24.974073,83.24685,88.25159,2.6518145,271.0006,20.918518,69.72842,95.43489,2.7716336,270.96616,21.20185,70.67278,HadGEM2-ES_r1,-45.607788,-34.07142,-0.03189826,-1.188587,1.6901245,-4.0555553,-16.239063,-13.518433,-16.238972,-38.424484,-28.705112,0.087920904,3.2760923,1.6556702,-3.7722225,-15.104555,-12.574066,-15.104555
CNRM-CERFACS-CNRM-CM5_rcp26_r1i1p1_GERICS-REMO2015_AL_5,NA,rcp26,GERICS,AL,5,288.5681,3.5611956,260.69522,27.72104,91.76653,285.7069,3.7227688,261.94403,27.43204,90.80812,274.09744,3.6193278,261.8002,27.660189,91.5607,CNRM-CM5_r1,-2.861206,-0.99151844,0.16157317,4.537049,1.2488098,-0.28900146,-1.0425347,-0.9584122,-1.0444027,-14.470673,-5.014647,0.05813217,1.632378,1.1049805,-0.06085205,-0.21951576,-0.20583344,-0.2243012
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_KNMI-RACMO22E_SC_2,NA,rcp85,KNMI,SC,2,275.43008,2.2784626,263.15652,30.176868,99.885544,248.5172,2.5100133,265.26566,29.748568,98.47275,225.9313,2.8520753,267.2265,28.977219,95.907005,MPI-ESM-LR_r1,-26.912888,-9.771223,0.2315507,10.162584,2.1091309,-0.42830086,-1.4193019,-1.412796,-1.4144149,-49.49878,-17.971449,0.5736127,25.175426,4.069977,-1.1996498,-3.9753952,-3.9785385,-3.9830973
MOHC-HadGEM2-ES_rcp85_r1i1p1_MOHC-HadREM3-GA7-05_SC_1,NA,rcp85,MOHC,SC,1,260.21204,3.3565903,264.02014,28.890085,96.30028,188.4437,3.2931294,266.88818,27.083408,90.278015,109.70619,3.826493,270.58588,21.608524,72.0284,HadGEM2-ES_r1,-71.76834,-27.580715,-0.06346083,-1.8906337,2.868042,-1.8066769,-6.2536225,-6.0222626,-6.2536297,-150.50584,-57.83969,0.46990275,13.999408,6.565735,-7.281561,-25.20436,-24.271881,-25.204372
MOHC-HadGEM2-ES_rcp45_r1i1p1_KNMI-RACMO22E_EA_5,NA,rcp45,KNMI,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HadGEM2-ES_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NCC-NorESM1-M_rcp26_r1i1p1_SMHI-RCA4_EU_mean,NA,rcp26,SMHI,EU,mean,24.938648,2.9063256,275.31448,6.6919827,21.97579,19.463825,2.998082,276.4975,5.5647116,18.25032,18.416319,3.0388582,276.629,5.425428,17.777096,NorESM1-M_r1,-5.474823,-21.953167,0.091756344,3.1571255,1.1830139,-1.1272712,-16.8451,-3.7254696,-16.952608,-6.5223293,-26.1535,0.1325326,4.560143,1.3145142,-1.2665548,-18.92645,-4.198694,-19.105999
ICHEC-EC-EARTH_rcp26_r12i1p1_MOHC-HadREM3-GA7-05_EA_3,NA,rcp26,MOHC,EA,3,121.963646,2.7146003,267.08505,24.852785,82.24277,133.49551,3.301005,268.20566,23.721563,78.55964,104.34092,3.2939765,268.80988,23.062397,76.38009,EC-EARTH_r12,11.531868,9.455168,0.58640456,21.601875,1.1206055,-1.1312218,-4.55169,-3.6831284,-4.4783616,-17.622726,-14.449163,0.5793762,21.342966,1.724823,-1.7903881,-7.2039742,-5.8626785,-7.1285033
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_MPI-CSC-REMO2009_EA_mean,NA,rcp85,MPI-CSC,EA,mean,5.5259666,1.730658,275.44543,4.2415156,14.13882,3.639177,1.6978319,276.55206,3.1298866,10.408029,0.7870106,1.9875145,279.60275,0.7709087,2.561841,MPI-ESM-LR_r1,-1.8867896,-34.144062,-0.032826185,-1.8967459,1.1066284,-1.111629,-26.208298,-3.730791,-26.386864,-4.738956,-85.75796,0.25685644,14.841548,4.157318,-3.4706068,-81.824684,-11.576979,-81.8808
ICHEC-EC-EARTH_rcp26_r12i1p1_KNMI-RACMO22E_IP_3,NA,rcp26,KNMI,IP,3,169.55638,3.793341,271.0528,20.821249,69.00091,118.86766,3.51128,272.11313,17.19496,57.04391,122.24421,3.8204157,272.22144,17.615349,58.44739,EC-EARTH_r12,-50.68872,-29.894905,-0.28206086,-7.435684,1.0603333,-3.6262894,-17.416292,-11.956997,-17.328753,-47.312172,-27.903505,0.027074814,0.71374583,1.1686401,-3.2059002,-15.397252,-10.553516,-15.294751
NCC-NorESM1-M_rcp85_r1i1p1_IPSL-WRF381P_EA_4,NA,rcp85,IPSL,EA,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NorESM1-M_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MOHC-HadGEM2-ES_rcp26_r1i1p1_ICTP-RegCM4-6_SC_5,NA,rcp26,ICTP,SC,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,HadGEM2-ES_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
ICHEC-EC-EARTH_rcp26_r12i1p1_GERICS-REMO2015_AL_mean,NA,rcp26,GERICS,AL,mean,38.370922,3.0982819,274.62192,6.3648677,21.073023,33.8666,3.2049696,275.31485,5.528315,18.32126,34.795353,3.4233384,275.61447,5.365792,17.78113,EC-EARTH_r12,-4.504322,-11.738894,0.106687784,3.44345,0.6929321,-0.8365526,-13.143283,-2.7517624,-13.058224,-3.5755692,-9.318435,0.32505655,10.491509,0.9925537,-0.9990759,-15.696728,-3.291893,-15.621361
ICHEC-EC-EARTH_rcp85_r1i1p1_DMI-HIRHAM5_IP_4,NA,rcp85,DMI,IP,4,671.1506,10.779578,267.8932,28.405302,94.0118,525.67236,10.868171,269.10107,26.245201,86.8719,238.31413,9.977356,271.6572,19.495201,64.59049,EC-EARTH_r1,-145.47821,-21.675943,0.08859253,0.82185525,1.2078857,-2.160101,-7.60457,-7.1399,-7.5946846,-432.83643,-64.4917,-0.80222225,-7.442056,3.7640076,-8.910101,-31.367739,-29.42131,-31.295338
ICHEC-EC-EARTH_rcp85_r12i1p1_ICTP-RegCM4-6_EU_2,NA,rcp85,ICTP,EU,2,61.495697,2.6173813,272.29715,12.681571,41.925327,46.655006,2.6922405,273.72012,9.882992,32.60549,30.888561,2.7124329,275.84756,6.598759,21.637123,EC-EARTH_r12,-14.840691,-24.132893,0.07485914,2.8600779,1.4229736,-2.7985792,-22.068079,-9.319836,-22.229609,-30.607136,-49.771183,0.09505153,3.6315506,3.550415,-6.082812,-47.96576,-20.288204,-48.391285
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_IPSL-WRF381P_IP_0,NA,rcp85,IPSL,IP,0,0.11014919,2.7253897,283.41107,0.024659026,0.08206533,0.08288714,2.683786,284.3215,0.018865248,0.062469218,0.02827968,2.6879454,286.12463,0.0023022827,0.0074636824,MPI-ESM-LR_r1,-0.027262047,-24.75011,-0.041603804,-1.5265268,0.9104309,-0.005793778,-23.495567,-0.019596111,-23.878672,-0.08186951,-74.32603,-0.037444353,-1.3739082,2.713562,-0.022356743,-90.66353,-0.07460165,-90.9052
NCC-NorESM1-M_rcp26_r1i1p1_KNMI-RACMO22E_EA_mean,NA,rcp26,KNMI,EA,mean,13.738873,1.7982372,274.31454,8.300932,27.620104,9.471473,1.9060197,275.5527,6.08637,20.331553,9.497626,1.9331783,275.76212,6.0978627,20.31586,NorESM1-M_r1,-4.2674,-31.060772,0.10778248,5.9937854,1.2381592,-2.214562,-26.678473,-7.2885513,-26.388573,-4.241246,-30.87041,0.1349411,7.504077,1.4475708,-2.2030692,-26.540022,-7.304243,-26.445387
MPI-M-MPI-ESM-LR_rcp85_r1i1p1_KNMI-RACMO22E_EA_2,NA,rcp85,KNMI,EA,2,73.467606,2.970387,270.61148,19.266777,63.834526,50.603954,2.9347186,271.68503,16.178108,53.674,17.619389,3.337961,275.24252,8.331105,27.624893,MPI-ESM-LR_r1,-22.863651,-31.120726,-0.035668373,-1.2007989,1.0735474,-3.0886688,-16.031061,-10.160526,-15.916976,-55.848217,-76.01747,0.36757398,12.374616,4.6310425,-10.935672,-56.759216,-36.209633,-56.724216
IPSL-IPSL-CM5A-MR_rcp85_r1i1p1_GERICS-REMO2015_SC_4,NA,rcp85,GERICS,SC,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,IPSL-CM5A-MR_r1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MIROC-MIROC5_rcp85_r1i1p1_GERICS-REMO2015_AL_3,NA,rcp85,GERICS,AL,3,100.368835,3.574949,268.51022,15.656181,51.82932,59.981316,3.7503698,270.70178,11.994296,39.729702,21.512125,3.5811703,273.76135,6.403005,21.20523,MIROC5_r1,-40.38752,-40.239105,0.17542076,4.9069443,2.1915588,-3.6618853,-23.38939,-12.099617,-23.34512,-78.85671,-78.56693,0.0062212944,0.1740247,5.251129,-9.253176,-59.10238,-30.624088,-59.086422
MOHC-HadGEM2-ES_rcp26_r1i1p1_MOHC-HadREM3-GA7-05_EA_mean,NA,rcp26,MOHC,EA,mean,10.273965,1.941486,274.47345,6.065315,20.21773,6.227256,2.0909026,276.4647,3.5328326,11.776118,3.799427,2.1464741,276.93848,2.7244828,9.081617,HadGEM2-ES_r1,-4.046709,-39.387997,0.14941657,7.6959896,1.9912415,-2.5324821,-41.753517,-8.441611,-41.75351,-6.474538,-63.018883,0.20498812,10.5583105,2.4650269,-3.340832,-55.080933,-11.136112,-55.08092
ICHEC-EC-EARTH_rcp85_r12i1p1_MOHC-HadREM3-GA7-05_EU_2,NA,rcp85,MOHC,EU,2,80.745766,3.0419264,272.1442,12.201711,40.40221,65.696686,3.2525294,273.96448,9.612377,31.855593,41.07066,3.1084006,276.22122,6.7226787,22.298258,EC-EARTH_r12,-15.04908,-18.637608,0.210603,6.9233427,1.820282,-2.5893335,-21.22107,-8.5466175,-21.153837,-39.675106,-49.135834,0.0664742,2.1852665,4.0770264,-5.479032,-44.9038,-18.103952,-44.80931
ICHEC-EC-EARTH_rcp26_r12i1p1_CLMcom-CCLM4-8-17_AL_3,NA,rcp26,CLMcom,AL,3,196.39427,4.557539,268.70782,25.64547,84.86155,175.5095,4.720179,269.39273,23.865034,79.01587,179.06633,4.9202332,269.64713,23.901676,79.14043,EC-EARTH_r12,-20.884766,-10.634101,0.1626401,3.5685947,0.684906,-1.7804356,-6.9424953,-5.84568,-6.8884907,-17.327942,-8.823038,0.36269426,7.958116,0.93930054,-1.7437935,-6.7996163,-5.7211227,-6.741714
NCC-NorESM1-M_rcp85_r1i1p1_ICTP-RegCM4-6_AL_2,NA,rcp85,ICTP,AL,2,73.567314,4.1093116,272.7728,17.196096,57.122803,37.510204,4.182904,274.1921,12.070301,40.175426,13.434865,4.4053197,276.05417,5.823007,19.44105,NorESM1-M_r1,-36.05711,-49.012405,0.073592186,1.7908641,1.4193115,-5.1257954,-29.8079,-16.947376,-29.668322,-60.13245,-81.738,0.2960081,7.2033505,3.281372,-11.373089,-66.13762,-37.681755,-65.966225
MOHC-HadGEM2-ES_rcp26_r1i1p1_GERICS-REMO2015_EA_2,NA,rcp26,GERICS,EA,2,10.381301,1.5658942,272.4437,6.125702,20.419004,4.8856907,1.5113654,274.12506,3.7327712,12.44257,4.274078,1.6213984,274.57962,3.3335848,11.111946,HadGEM2-ES_r1,-5.49561,-52.937588,-0.054528832,-3.4822807,1.681366,-2.3929307,-39.06378,-7.9764347,-39.063778,-6.107223,-58.82907,0.055504203,3.544569,2.1359253,-2.792117,-45.58036,-9.307058,-45.58037
ICHEC-EC-EARTH_rcp85_r12i1p1_CLMcom-CCLM4-8-17_EA_5,NA,rcp85,CLMcom,EA,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,EC-EARTH_r12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MPI-M-MPI-ESM-LR_rcp45_r1i1p1_MPI-CSC-REMO2009_EU_0,NA,rcp45,MPI-CSC,EU,0,12.346005,2.4396873,276.1164,5.4021816,17.93513,9.370921,2.5481489,277.18002,4.4080315,14.617398,7.7663426,2.4944859,277.56946,3.9691784,13.158017,MPI-ESM-LR_r1,-2.9750843,-24.097546,0.10846162,4.4457183,1.0636292,-0.99415016,-18.402754,-3.317731,-18.498507,-4.579663,-37.094288,0.054798603,2.2461324,1.453064,-1.4330032,-26.52638,-4.777112,-26.635504
